,player_name,school,GP,Min_per,ORtg,usg,eFG,TS_per,FT_per,twoP_per,TP_per,yr,ht,ast/tov,pick,drtg,bpm,mp,oreb,dreb,ast,stl,blk,pts,role,drafted,Allstar
517,Ayo Dosunmu,Illinois,28,78.4,110.8,29.4,52.6,56.64,0.783,0.513,0.386,3,195,1.58065879,38.0,95.7054,8.56789,35.1429,1.1071,5.2143,5.25,1.1071,0.2143,20.1429,Combo G,Yes,No
518,Tyler Herro,Kentucky,37,81.0,118.2,20.0,53.6,58.03,0.935,0.538,0.355,1,195,1.5333621,13.0,96.8156,7.81611,32.6216,0.4054,4.0811,2.4865,1.1081,0.3243,14.027,Wing G,Yes,No
519,Aaron Wiggins,Maryland,30,83.3,103.8,24.9,51.7,54.23,0.767,0.515,0.346,3,198,1.29511608,55.0,99.3101,6.24866,33.0968,1.129,4.7097,2.5484,1.129,0.5484,14.4516,Wing G,Yes,No
520,Joe Wieskamp,Iowa,31,72.9,118.2,21.0,60.2,61.56,0.677,0.518,0.462,3,198,1.23257156,41.0,100.546,7.72658,29.2581,1.1935,5.4194,1.7097,0.9355,0.3226,14.8387,Wing G,Yes,No
521,Jaxson Hayes,Texas,32,50.0,133.8,16.9,72.8,73.9,0.74,0.728,0.0,1,210,0.31030677,8.0,94.8033,10.4958,23.3438,1.75,3.25,0.2812,0.5938,2.2188,10.0,C,Yes,No
522,Kira Lewis Jr.,Alabama,31,92.5,107.8,24.7,52.0,55.93,0.802,0.507,0.364,2,190,1.47272014,13.0,102.441,4.78994,37.6129,0.8387,3.9355,5.2258,1.8065,0.5806,18.4839,Scoring PG,Yes,No
523,Isaiah Joe,Arkansas,26,72.1,104.6,22.9,49.7,54.44,0.89,0.447,0.342,2,195,1.0,49.0,98.1214,3.74544,36.0385,0.5385,3.5769,1.7308,1.3846,0.2692,16.8846,Wing G,Yes,No
524,Kevin Porter Jr.,USC,21,34.6,98.4,22.8,56.1,55.91,0.522,0.517,0.412,1,198,0.76926388,30.0,100.088,1.85504,22.0952,0.9524,3.0476,1.4286,0.8095,0.5238,9.5238,Wing G,Yes,No
525,Neemias Queta,Utah St.,28,76.1,113.2,24.9,55.8,59.27,0.707,0.562,0.0,3,213,1.11595842,39.0,79.8662,12.9541,30.0345,2.8621,7.2759,2.6552,1.069,3.3448,14.931,C,Yes,No
526,James Bouknight,Connecticut,15,51.4,106.2,30.2,49.8,54.57,0.778,0.528,0.293,2,195,0.64285714,11.0,97.5146,4.43505,31.6667,1.5333,4.1333,1.8,1.1333,0.2667,18.7333,Wing G,Yes,No
527,Cole Anthony,North Carolina,22,57.2,97.6,29.0,45.1,50.15,0.75,0.402,0.348,1,190,1.12985713,15.0,101.245,3.2216,34.8636,0.4545,5.2273,3.9545,1.3182,0.2727,18.5,Combo G,Yes,No
528,Franz Wagner,Michigan,28,78.8,119.5,19.4,54.4,58.65,0.835,0.5630000000000001,0.343,2,205,2.33335933,8.0,91.2358,11.3188,31.6786,0.7143,5.8214,3.0,1.25,1.0357,12.4643,Wing F,Yes,No
529,David Johnson,Louisville,19,82.9,93.7,23.3,48.4,50.42,0.7000000000000001,0.426,0.386,2,195,1.0,47.0,98.9911,2.9722600000000003,35.1053,0.8947,4.8947,3.2105,1.0526,0.2632,12.6316,Wing G,Yes,No
530,Zeke Nnaji,Arizona,32,75.8,116.1,24.1,57.8,62.96,0.76,0.586,0.294,1,210,0.38573715,22.0,91.3303,5.4373000000000005,30.5625,3.0938,5.5312,0.8438,0.7188,0.875,16.0938,PF/C,Yes,No
531,Precious Achiuwa,Memphis,31,75.3,98.2,27.2,51.1,53.4,0.599,0.514,0.325,1,205,0.34480671,20.0,81.6111,3.93532,30.3548,3.0,7.7742,0.9677,1.0968,1.871,15.7742,PF/C,Yes,No
532,James Wiseman,Memphis,3,5.5,140.6,26.8,76.9,75.98,0.704,0.8,0.0,1,215,0.33329999,2.0,80.0012,13.8093,23.0,4.3333,6.3333,0.3333,0.3333,3.0,19.6667,C,Yes,No
533,Tyrell Terry,Stanford,31,78.2,106.0,24.3,53.5,58.92,0.891,0.47,0.408,1,185,1.20728112,31.0,90.4644,5.17455,32.5484,0.3548,4.129,3.1935,1.3871,0.0645,14.6452,Combo G,Yes,No
534,Isaac Okoro,Auburn,28,69.3,112.8,20.0,55.3,58.51,0.672,0.603,0.286,1,198,1.03634885,5.0,100.236,5.74773,31.4286,1.8929,2.5357000000000003,2.0357,0.9286,0.8929,12.8571,Wing G,Yes,No
535,Nah'Shon Hyland,VCU,24,73.3,106.0,28.7,54.9,59.6,0.862,0.539,0.371,2,190,0.6756721800000001,26.0,90.9492,5.0055,31.9167,0.1667,4.5417000000000005,2.0833,1.875,0.1667,19.4583,Combo G,Yes,No
536,Chris Duarte,Oregon,26,79.1,120.2,22.5,63.3,65.73,0.81,0.631,0.424,4,198,1.15256477,13.0,98.5419,9.33922,34.0769,0.7692,3.8846,2.6154,1.9231,0.8077000000000001,17.1154,Wing G,Yes,No
537,Tre Mann,Florida,24,76.2,109.9,25.9,53.6,57.93,0.8310000000000001,0.494,0.402,2,195,1.22059082,18.0,98.18,5.83219,31.9167,0.6667000000000001,4.9583,3.4583,1.375,0.1667,16.0417,Wing G,Yes,No
538,Scottie Lewis,Florida,21,53.5,97.9,18.0,50.0,53.53,0.673,0.512,0.318,2,195,0.79489525,56.0,97.0411,5.5542,25.619,0.8095,2.2857,1.4762,1.5714,1.0476,7.8571,Wing G,Yes,No
539,Cassius Stanley,Duke,29,63.1,109.4,21.3,53.1,56.9,0.733,0.527,0.36,1,198,0.5555555600000001,54.0,95.2606,4.13095,27.4138,1.8621,3.0,1.0345,0.6897,0.7241000000000001,12.5517,Wing F,Yes,No
540,Santi Aldama,Loyola MD,17,83.8,109.0,29.4,57.4,59.4,0.686,0.585,0.368,2,210,0.70908417,30.0,93.5855,4.99769,35.0,1.8235,8.2941,2.2941000000000003,1.0,1.7059000000000002,21.2353,PF/C,Yes,No
541,Jahmi'us Ramsey,Texas Tech,27,66.8,102.8,24.7,53.0,54.42,0.641,0.451,0.426,1,193,1.11109996,43.0,92.1441,5.25894,31.1852,0.7407,3.2593,2.2222,1.3333,0.6667000000000001,15.037,Combo G,Yes,No
542,Onyeka Okongwu,USC,28,68.4,119.1,23.4,61.9,64.6,0.72,0.623,0.25,1,205,0.53570002,6.0,87.5848,11.4266,30.6429,3.2857,5.3571,1.0714,1.2143,2.7143,16.2857,C,Yes,No
543,Nico Mannion,Arizona,32,80.2,105.1,24.8,46.6,52.07,0.797,0.447,0.327,1,190,2.06095607,48.0,96.3594,3.60492,32.3125,0.25,2.25,5.2812,1.1875,0.0,14.0312,Pure PG,Yes,No
544,Josh Green,Arizona,30,71.7,107.6,20.5,47.4,52.69,0.78,0.446,0.361,1,198,1.59186922,18.0,92.1888,6.72747,30.8333,1.3,3.2667,2.6,1.5333,0.4333,11.9,Wing G,Yes,No
545,Jaden McDaniels,Washington,31,74.6,91.9,25.2,46.9,51.52,0.763,0.445,0.339,1,205,0.6399963,28.0,94.5189,2.19213,31.0323,1.0968,4.6774,2.0645,0.7742,1.2581,12.9677,Stretch 4,Yes,No
546,Isaiah Stewart,Washington,32,80.2,115.7,24.2,57.7,62.92,0.774,0.59,0.25,1,205,0.38029565,16.0,92.5887,5.72257,32.3125,2.75,6.0312,0.8438,0.5312,2.0938,16.9688,C,Yes,No
547,Vernon Carey Jr.,Duke,31,61.1,116.6,30.3,58.8,61.53,0.67,0.59,0.381,1,208,0.47616002,32.0,87.1419,6.6716,24.8387,2.6774,6.0968,0.9677,0.7097,1.5806,17.8065,PF/C,Yes,No
548,Miles McBride,West Virginia,29,84.3,117.9,23.0,49.3,54.34,0.8130000000000001,0.437,0.414,2,187,2.66037433,36.0,101.25,9.10484,34.1724,1.1724,2.7241,4.8621,1.8966,0.3103,15.7931,Scoring PG,Yes,No
549,Jeremiah Robinson-Earl,Villanova,25,85.8,114.1,24.1,53.4,55.84,0.714,0.5740000000000001,0.28,2,205,1.37500001,32.0,98.2071,7.18734,34.48,2.48,6.0,2.2,0.96,0.64,15.72,Stretch 4,Yes,No
550,Anthony Edwards,Georgia,31,81.3,103.0,28.8,47.0,51.73,0.77,0.502,0.291,1,195,1.04597616,1.0,102.774,3.96519,33.0312,0.75,4.4688,2.8438,1.3438,0.5625,19.0625,Wing G,Yes,No
551,Tyrese Maxey,Kentucky,31,85.4,104.7,22.1,47.4,53.06,0.833,0.492,0.292,1,190,1.4477398,21.0,98.2544,4.10995,34.4516,0.3871,3.9032,3.129,0.871,0.3871,13.9677,Combo G,Yes,No
552,Kai Jones,Texas,26,54.2,116.6,18.2,62.6,64.55,0.6890000000000001,0.642,0.382,2,210,0.44446049,19.0,95.5083,7.84197,22.8462,1.9615,2.8846,0.6154000000000001,0.8462000000000001,0.9231,8.8462,PF/C,Yes,No
553,Patrick Williams,Florida St.,29,52.1,104.2,21.9,49.5,55.11,0.838,0.5,0.32,1,203,0.58001276,4.0,92.9091,4.7113,22.4483,1.2759,2.6897,1.0,1.0,1.0345,9.2414,Wing F,Yes,No
554,Cade Cunningham,Oklahoma St.,27,78.0,104.1,28.6,51.6,57.46,0.846,0.463,0.4,1,203,0.84543827,1.0,96.0766,6.28955,35.4074,0.7037,5.4815000000000005,3.4444,1.5926,0.7778,20.2222,Wing F,Yes,No
555,Scottie Barnes,Florida St.,24,58.9,107.5,25.3,53.1,54.78,0.621,0.561,0.275,1,205,1.66102588,4.0,97.4474,8.27087,24.7917,1.4583,2.5417,4.0833,1.4583,0.4583,10.3333,Scoring PG,Yes,No
556,Joshua Primo,Alabama,30,50.9,106.4,16.9,54.1,56.51,0.75,0.5,0.381,1,198,0.60971681,12.0,97.997,3.49621,22.4667,1.0333,2.3333,0.8333,0.5333,0.3,8.1333,Wing G,Yes,No
557,Josh Christopher,Arizona St.,15,44.2,99.2,24.3,48.3,52.94,0.8,0.496,0.305,1,195,0.8077078400000001,24.0,103.024,2.53864,29.7333,0.6667000000000001,4.0667,1.4,1.4667,0.5333,14.2667,Wing G,Yes,No
558,Sharife Cooper,Auburn,12,36.4,107.5,34.4,42.7,51.95,0.8250000000000001,0.465,0.228,1,185,1.93997645,48.0,105.524,4.3021,33.0833,0.6667000000000001,3.5833,8.0833,1.0,0.25,20.1667,Pure PG,Yes,No
559,Ziaire Williams,Stanford,20,50.7,85.0,25.8,43.1,47.29,0.796,0.427,0.291,1,203,0.75862068,10.0,97.9783,0.164097,27.9,0.5,4.05,2.2,0.85,0.55,10.7,Wing F,Yes,No
560,Jalen Suggs,Gonzaga,30,67.5,110.4,25.3,55.9,59.39,0.754,0.586,0.337,1,193,1.54546071,5.0,90.185,9.32632,28.9333,0.6000000000000001,4.7333,4.5333,1.9,0.3333,14.3,Combo G,Yes,No
561,Evan Mobley,USC,33,83.6,119.4,23.4,59.5,62.4,0.6940000000000001,0.615,0.3,1,213,1.06756154,3.0,90.38,13.0012,33.9394,2.7273,5.9394,2.3939,0.7879,2.8485,16.3636,C,Yes,No
562,Moses Moody,Arkansas,32,84.2,116.0,21.6,50.3,56.81,0.812,0.478,0.358,1,198,0.96153846,14.0,97.3739,5.48478,33.8125,2.0,3.75,1.5625,1.0,0.6562,16.8438,Wing G,Yes,No
563,JT Thor,Auburn,27,57.6,105.7,19.7,49.7,54.67,0.741,0.53,0.297,1,208,0.54763432,37.0,100.674,3.73433,23.2593,1.6296,3.4074,0.8519,0.8148000000000001,1.3704,9.3704,Stretch 4,Yes,No
564,Jalen Johnson,Duke,13,28.7,102.6,28.8,56.5,57.91,0.632,0.544,0.444,1,205,0.87878663,20.0,94.6895,7.16034,21.3846,1.4615,4.5385,2.2308,1.1538,1.2308,11.2308,PF/C,Yes,No
565,Jaden Springer,Tennessee,25,60.0,106.1,26.2,51.1,57.01,0.81,0.475,0.435,1,193,1.21666665,28.0,93.0705,4.93821,25.92,1.04,2.48,2.92,1.2,0.48,12.52,Combo G,Yes,No
566,Cameron Thomas,LSU,29,84.6,114.6,29.2,47.4,55.25,0.882,0.464,0.325,1,193,0.8571344,27.0,108.167,2.76225,34.0,0.6207,2.7586,1.4483,0.8621000000000001,0.2069,23.0345,Wing G,Yes,No
567,Day'Ron Sharpe,North Carolina,29,47.9,101.9,27.5,51.9,52.09,0.505,0.523,0.0,1,210,0.73686085,29.0,92.305,7.60764,19.1724,3.3793,4.2069,1.4483,0.7931,0.8966000000000001,9.4828,C,Yes,No
568,Isaiah Jackson,Kentucky,25,51.1,108.0,21.3,54.0,58.69,0.7000000000000001,0.548,0.0,1,208,0.47368424,22.0,89.5823,9.6086,20.64,2.12,4.48,0.72,0.76,2.6,8.44,C,Yes,No
569,Greg Brown III,Texas,26,48.9,91.7,25.8,49.7,53.48,0.708,0.5,0.33,1,205,0.16665946,43.0,90.9159,0.446613,20.5769,1.1923,4.9615,0.3846,0.5769000000000001,1.0,9.3462,PF/C,Yes,No
570,Keon Johnson,Tennessee,27,62.5,95.2,27.3,47.4,51.71,0.7030000000000001,0.49,0.271,1,195,0.9436796,21.0,93.27,1.94442,25.0,1.037,2.4444,2.4815,1.1111,0.4074,11.2593,Wing G,Yes,No
571,Brandon Boston Jr.,Kentucky,25,75.9,96.4,21.4,40.7,44.72,0.785,0.384,0.3,1,200,1.13888883,51.0,100.904,2.94344,30.68,1.32,3.16,1.64,1.32,0.16,11.48,Wing G,Yes,No
